Var1,QuestionNum,Question,AnswerUse,IsFood,Curiosity,Satisfy,More,CurSD,SatSD,MoreSD,KnowNO,KnowTOT,KnowYES,Count,KnowNOprop,KnowYESprop,KnowTOTprop,CurSD_z
958,379,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,OutKast,0,67.11764706,55.79411765,33.32352941,30.36022588,35.02966657,34.12874074,23,5,6,34,0.676470588,0.176470588,0.147058824,-0.775446789
961,380,Who was the first woman film director to have a film take in more than $100 million at the box office? ,Penny Marshall,0,70.27083333,62.5625,50.0625,30.18787948,29.75782125,30.95735313,28,11,9,49,0.571428571,0.183673469,0.224489796,-0.835930062
962,381,Who was the last British Monarch to also be an emperor?  ,George VI,0,53.55813953,58.34883721,47.55813953,33.63480505,31.98205131,33.63268133,34,4,5,43,0.790697674,0.11627907,0.093023256,0.373734536
967,382,Who was the only person to be nearby at three different presidential assassinations? ,Robert Lincoln ,0,70.84615385,51.79487179,52.23076923,33.46839708,30.79659883,34.5135073,33,5,2,40,0.825,0.05,0.125,0.315335297
968,383,Who was the only U.S. president never to be married?,James Buchanan ,0,62,55.12,38.44,29.4846899,30.0208363,34.0900129,33,8,10,51,0.647058824,0.196078431,0.156862745,-1.082707521
969,384,Who was the only U.S. president to also hold a patent for an invention?,Abraham Lincoln,0,64.71794872,70.94871795,59.48717949,31.60025709,29.28889561,37.69466791,26,8,6,41,0.634146341,0.146341463,0.195121951,-0.340270042
971,385,Who was the only U.S. president to have been married in the White House? ,Grover Cleveland ,0,60.73170732,57.82926829,36.29268293,32.62592864,26.03545893,29.74159033,37,3,3,43,0.860465116,0.069767442,0.069767442,0.01967929
973,386,Who won the Nobel Peace Prize in 1964? ,Martin Luther King Jr. ,0,55.51162791,71.18604651,49.60465116,31.90340487,31.99423744,33.79570241,32,9,3,45,0.711111111,0.066666667,0.2,-0.233883312
985,387,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",Snoopy's,0,54.74358974,64.07692308,47.74358974,33.75898941,29.49878197,35.53850243,29,5,5,39,0.743589744,0.128205128,0.128205128,0.417315813
988,388,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",George Orwell ,0,53.8974359,67.05128205,46.17948718,32.7693654,24.28660961,34.02388619,31,4,4,39,0.794871795,0.102564103,0.102564103,0.070017012
992,389,"Whose remains were thrown in the Seine River on May 30, 1431? ",Joan of Arc's ,0,58.76470588,69.45098039,60.54901961,33.87954441,27.92154274,32.16477186,48,3,1,52,0.923076923,0.019230769,0.057692308,0.459623405
994,390,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",Condoleeza (con dolcezza) Rice ,0,55.94,54.4,33.08,32.04041453,34.45020067,32.81602396,38,4,9,51,0.745098039,0.176470588,0.078431373,-0.185801122
995,391,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",Pieces of Skylab fell there,0,59.81081081,67.05405405,49.48648649,30.12366902,28.1730229,34.19114702,35,0,2,37,0.945945946,0.054054054,0,-0.858464089
998,392,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,"The code is ""SUX"" ",0,60.27906977,71.30232558,43.20930233,32.06268086,33.68660528,37.59911229,36,1,6,43,0.837209302,0.139534884,0.023255814,-0.177986973
1000,393,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",It sits beside the Finger Lakes ,0,53.1627907,58.44186047,38.13953488,32.81545094,26.82775954,28.58869357,27,7,8,43,0.627906977,0.186046512,0.162790698,0.086190278
1003,394,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",The Mini Cooper,0,60.46,59.26,43.64,29.6463578,28.69673237,32.96365345,30,10,10,50,0.6,0.2,0.2,-1.025971765
1005,395,"Young wines are said to have ""aroma."" What do older wines have instead?",Bouquet,0,59.15384615,54.35897436,37.64102564,34.81570914,31.40188327,30.39172947,27,9,4,40,0.675,0.1,0.225,0.788161203
1006,396,YouTube.com is the brainchild of three former employees of what other major website? ,PayPal,0,66.67391304,66.60869565,55.34782609,30.48427963,29.0589273,30.84745074,27,8,11,46,0.586956522,0.239130435,0.173913043,-0.731911348
135,397,"In Britain, what kind of meat comes in rashers?",Bacon,1,51.10869565,65.10869565,38.13043478,35.03853641,30.37998483,33.93366647,32,3,10,47,0.680851064,0.212765957,0.063829787,0.866360238
207,398,Pet parrots can eat most human foods except chocolate and which pitted food?  ,Avocado,1,58.63043478,64.76086957,45.13043478,31.04001625,30.6964962,35.64803794,32,5,9,46,0.695652174,0.195652174,0.108695652,-0.536881051
260,399,The Italian government regulates the price of what beverage?,Espresso,1,71.82758621,78.55172414,65.89655172,28.1438511,22.52868997,38.54250421,21,3,4,29,0.724137931,0.137931034,0.103448276,-1.5532617
374,401,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,Habanero,1,70.39534884,67.11627907,43.90697674,28.5699972,28.58588505,36.29890065,25,8,10,43,0.581395349,0.23255814,0.186046512,-1.403709923
452,402,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",Honey,1,71.61702128,72.53191489,58.65957447,27.70618609,26.48367099,31.36757991,34,3,11,48,0.708333333,0.229166667,0.0625,-1.706855928
464,403,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",Zinfindel,1,51.3255814,57.72093023,46.48837209,30.85736844,31.20922146,32.74313603,35,3,5,43,0.813953488,0.11627907,0.069767442,-0.600979501
568,404,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,Mung beans ,1,59.58333333,53.11111111,38.05555556,32.76354682,32.18498122,30.97274788,25,4,7,36,0.694444444,0.194444444,0.111111111,0.067975035
629,405,What popular drink was first marketed as a brain tonic?,Coca-cola,1,71.41860465,72.90697674,50.97674419,26.97461996,25.47250053,29.92171402,32,5,8,45,0.711111111,0.177777778,0.111111111,-1.96359186
653,406,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",Ciabatta,1,62.07317073,56.09756098,39.85365854,28.21381775,29.15287711,33.6389365,29,5,8,43,0.674418605,0.186046512,0.11627907,-1.528707592
661,407,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,Nutmeg,1,60.26470588,62.11764706,58.5,34.15056575,32.13490947,33.61119042,27,2,5,34,0.794117647,0.147058824,0.058823529,0.554735675
664,408,What snack food is an ingredient in the explosive dynamite?  ,Peanuts ,1,71.55555556,64.22222222,63.91111111,34.13246625,34.57527288,36.46593817,35,4,6,45,0.777777778,0.133333333,0.088888889,0.548383836
670,409,What spice is named for the capital of French Guiana? ,Cayenne pepper ,1,53.3902439,65.43902439,43.34146341,29.85454576,23.4265328,29.08918163,34,2,5,41,0.829268293,0.12195122,0.048780488,-0.95291025
768,410,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",The old-fashioned,1,51.82926829,54.6097561,36.41463415,34.27528442,33.52676397,33.30013184,30,7,5,42,0.714285714,0.119047619,0.166666667,0.598504465
823,411,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",On a Jell-O box,1,60.21428571,58.52380952,51.5,33.07016614,32.15301685,35.60436394,33,4,6,43,0.76744186,0.139534884,0.093023256,0.175580068
863,412,Which European country was the first to produce decaffeinated coffee? ,Germany,1,58.0625,61.9375,46.0625,35.00237454,27.47951365,33.33543655,40,5,3,49,0.816326531,0.06122449,0.102040816,0.853669585
890,413,Which popular treat was invented by an 11-year-old in California? ,The popsicle,1,78.92307692,76.17948718,60.41025641,27.92695794,27.33502842,30.3104272,37,1,2,40,0.925,0.05,0.025,-1.629378219
925,414,Who invented condensed milk in 1856? ,"Gail Borden, Jr. ",1,57.525,53.725,39.9,30.48327621,32.11516736,30.22717405,31,4,4,40,0.775,0.1,0.1,-0.732263489
947,415,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",George H.W. Bush ,1,70.58974359,65.82051282,43.74358974,29.58370635,32.19257171,33.11281986,25,5,9,39,0.641025641,0.230769231,0.128205128,-1.047958673
6,416,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",Coca-Cola,2,59.45945946,60.08108108,51.08108108,34.57889096,31.67138419,37.31352032,34,0,3,37,0.918918919,0.081081081,0,0.70505219
72,417,"Each year, approximately 125 people die of what? ",Choking on food,2,76.975,54.325,35.925,28.23935016,31.58252316,34.47287116,35,4,2,41,0.853658537,0.048780488,0.097560976,-1.519747245
225,418,Tasseomancy is a method of fortune telling that primarily uses what? ,Tea leaves,2,55.68421053,60.92105263,43.31578947,32.77697384,29.22270644,33.75116035,30,5,5,40,0.75,0.125,0.125,0.072687118
304,419,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,Green Eggs and Ham,2,60.14814815,67.22222222,56.7037037,35.13786442,31.788161,32.14847145,22,2,3,27,0.814814815,0.111111111,0.074074074,0.901218424
381,420,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,A Spoonful of Sugar ,2,69.20930233,61.46511628,41.6744186,28.36291856,33.49651641,33.83483759,36,5,2,43,0.837209302,0.046511628,0.11627907,-1.47638213
720,421,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",Mountain Dew,2,62.28571429,77.34285714,52.97142857,29.14524624,26.92139195,34.49764332,27,3,6,36,0.75,0.166666667,0.083333333,-1.201831935
1007,422,What are the top two most popular spices in the world?,Pepper and Mustard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,423,What percentage of peanuts is found in a standard jar of peanut butter?,Every jar of peanut butter must be at least 90% peanuts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,424,What is used to make hummus?,chickpeas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,425,Which famous soft drink was invented in 1892?,coca-cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,426,What two words were combined to make the word ‘Spam’?,spiced ham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,427,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,at least 97%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,428,"If something is described as ‘rotisserie’, what has it been cooked on?",a spit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,429,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",Haddock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,430,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",Dragees,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,431,What is the most expensive spice (by weight) in the world?,Saffron,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,432,What is the hottest part of a chili?,"the white flesh that houses the seeds, known as the placenta",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,433,"What nutrient comes from meat, eggs, and fish?",potein,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,434,What does ‘Dorito’ actually mean?,Dorito is Spanish for ‘little golden things’,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,435,What was the first food eaten in space?,Apple sauce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,436,What is canola an abbreviation for?,Canadian Oil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,437,Where were French fries invented?,Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,438,"If you suffer from Mageirocophobia, what are you scared of?",cooking,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,439,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,"the Red Hot Chili Peppers, followed closely by Meatloaf",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,440,What turns a plain martini into a dirty martini?,Adding olive juice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,441,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,citrus fruit (scurvy is caused by a lack of vitamin c),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,442,Which is the only food that can never go off or go bad?,honey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,443,Baked beans are made from what type of bean?,Haricot beans,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,444,What item of food holds the world record for being the most stolen item of food in the world?,cheese ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,445,What is gelatin made from?,the skin and bones of animals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,446,Choux and filo are two types of what food product?,pastry,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,447,What type of food is a peanut?,"A peanut is a legume, not a nut",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,448,Vitamin A is largely available in natural food sources with which colour?,Bright red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,449,Which expensive restaurant item used to be fed to pisinors and servants?,lobster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,450,What food was invented by an 11 year old in 1905?,popscicle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,451,what vegetable loses its flavour the quickest?,Asparagus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,452,How do farmers test whether cranberries are ripe?,Ripe cranerries bounce when dropped on the ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,453,What amount of insects does the FDA allow in chocolate,60 fragments per 100 gram ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
